id	name	formula	rt	pubchem.cid	pubchem.smiles.isomeric	pubchem.smiles.canonical	pubchem.inchi	pubchem.inchikey	id.chebi	id.hmdb	id.hmdb	id.lipidmaps	id.kegg
0230_00025	2-Amino-1-phenylethanol		2.919	C8H11NO			InChI=1S/C8H11NO/c9-6-8(10)7-4-2-1-3-5-7/h1-5,8,10H,6,9H2						
0230_00026	2-Aminoisobutyric acid		5.89	C4H9NO2			InChI=1S/C4H9NO2/c1-4(2,5)3(6)7/h5H2,1-2H3,(H,6,7)						
0230_00027	2-Aminooctanoic acid		4.106	C8H17NO2			InChI=1S/C8H17NO2/c1-2-3-4-5-6-7(9)8(10)11/h7H,2-6,9H2,1H3,(H,10,11)						
0230_00028	2'-Deoxyadenosine		1.394	C10H13N5O3			InChI=1S/C10H13N5O3/c11-9-8-10(13-3-12-9)15(4-14-8)7-1-5(17)6(2-16)18-7/h3-7,16-17H,1-2H2,(H2,11,12,13)						
0230_00029	2'-Deoxycytidine		3.508	C9H13N3O4			InChI=1S/C9H13N3O4/c10-7-1-2-12(9(15)11-7)8-3-5(14)6(4-13)16-8/h1-2,5-6,8,13-14H,3-4H2,(H2,10,11,15)						
0230_00030	2'-Deoxyguanosine		4.057	C10H13N5O4			InChI=1S/C10H13N5O4/c11-10-13-8-7(9(18)14-10)12-3-15(8)6-1-4(17)5(2-16)19-6/h3-6,16-17H,1-2H2,(H3,11,13,14,18)						
0230_00031	2'-Deoxyuridine		1.225	C9H12N2O5			InChI=1S/C9H12N2O5/c12-4-6-5(13)3-8(16-6)11-2-1-7(14)10-9(11)15/h1-2,5-6,8,12-13H,3-4H2,(H,10,14,15)						
0230_00032	2-Ethyl-3-hydroxy-4H-pyran-4-one		0.586	C7H8O3			InChI=1S/C7H8O3/c1-2-6-7(9)5(8)3-4-10-6/h3-4,9H,2H2,1H3						
0230_00033	2-Hydroxy Hippuric Acid		1.14	C9H9NO4			InChI=1S/C9H9NO4/c11-7-4-2-1-3-6(7)9(14)10-5-8(12)13/h1-4,11H,5H2,(H,10,14)(H,12,13)						
0230_00034	2-Methoxycinnamaldehyde		0.436	C10H10O2			InChI=1S/C10H10O2/c1-12-10-7-3-2-5-9(10)6-4-8-11/h2-8H,1H3						
0230_00035	2-Methylbutyrylglycine		1.55	C7H13NO3			InChI=1S/C7H13NO3/c1-3-5(2)7(11)8-4-6(9)10/h5H,3-4H2,1-2H3,(H,8,11)(H,9,10)						
0230_00036	2-Methylhippuric acid		3.281	C10H11NO3			InChI=1S/C10H11NO3/c1-7-4-2-3-5-8(7)10(14)11-6-9(12)13/h2-5H,6H2,1H3,(H,11,14)(H,12,13)						
0230_00037	2-Picolinic acid		3.085	C6H5NO2			InChI=1S/C6H5NO2/c8-6(9)5-3-1-2-4-7-5/h1-4H,(H,8,9)						
0230_00038	3,3',5-Triiodo-l-thyronine		3.5	C15H12I3NO4			InChI=1S/C15H12I3NO4/c16-9-6-8(1-2-13(9)20)23-14-10(17)3-7(4-11(14)18)5-12(19)15(21)22/h1-4,6,12,20H,5,19H2,(H,21,22)						
0230_00039	3,4,5-Trimethoxycinnamic acid		0.47	C12H14O5			InChI=1S/C12H14O5/c1-15-9-6-8(4-5-11(13)14)7-10(16-2)12(9)17-3/h4-7H,1-3H3,(H,13,14)						
0230_00040	3,4-Dihydroxybenzaldehyde		0.571	C7H6O3			InChI=1S/C7H6O3/c8-4-5-1-2-6(9)7(10)3-5/h1-4,9-10H						
0230_00041	3,4-Dimethoxyphenylacetic acid		0.554	C10H12O4			InChI=1S/C10H12O4/c1-13-8-4-3-7(6-10(11)12)5-9(8)14-2/h3-5H,6H2,1-2H3,(H,11,12)						
0230_00042	3,5-Diiodo-L-Thyronine		3.626	C15H13I2NO4			InChI=1S/C15H13I2NO4/c16-11-5-8(7-13(18)15(20)21)6-12(17)14(11)22-10-3-1-9(19)2-4-10/h1-6,13,19H,7,18H2,(H,20,21)						
0230_00043	3,5-Dimethoxyphenol		0.433	C8H10O3			InChI=1S/C8H10O3/c1-10-7-3-6(9)4-8(5-7)11-2/h3-5,9H,1-2H3						
0230_00044	3-Aminoisobutanoic acid		5.878	C4H9NO2			InChI=1S/C4H9NO2/c1-3(2-5)4(6)7/h3H,2,5H2,1H3,(H,6,7)						
0230_00045	3-Hydroxy-2-methyl-4-pyrone		0.613	C6H6O3			InChI=1S/C6H6O3/c1-4-6(8)5(7)2-3-9-4/h2-3,8H,1H3						
0230_00046	3-Indolepropionic acid		0.467	C11H11NO2			InChI=1S/C11H11NO2/c13-11(14)6-5-8-7-12-10-4-2-1-3-9(8)10/h1-4,7,12H,5-6H2,(H,13,14)						
0230_00047	3-Methoxytyramine		2.915	C9H13NO2			InChI=1S/C9H13NO2/c1-12-9-6-7(4-5-10)2-3-8(9)11/h2-3,6,11H,4-5,10H2,1H3						
0230_00048	3-Methyladenine		2.754	C6H7N5			InChI=1S/C6H7N5/c1-11-3-10-5(7)4-6(11)9-2-8-4/h2-3H,7H2,1H3						
0230_00049	3-Methylindole		0.412	C9H9N			InChI=1S/C9H9N/c1-7-6-10-9-5-3-2-4-8(7)9/h2-6,10H,1H3						
0230_00050	3-Methyl-L-histidine		7.742	C7H11N3O2			InChI=1S/C7H11N3O2/c1-10-4-9-3-5(10)2-6(8)7(11)12/h3-4,6H,2,8H2,1H3,(H,11,12)						
0230_00051	3-Methylxanthine		1.146	C6H6N4O2			InChI=1S/C6H6N4O2/c1-10-4-3(7-2-8-4)5(11)9-6(10)12/h2H,1H3,(H,7,8)(H,9,11,12)						
0230_00052	3-Nitro-L- tyrosine		4.756	C9H10N2O5			InChI=1S/C9H10N2O5/c10-6(9(13)14)3-5-1-2-8(12)7(4-5)11(15)16/h1-2,4,6,12H,3,10H2,(H,13,14)						
0230_00053	3-Ureidopropionic acid		4.574	C4H8N2O3			InChI=1S/C4H8N2O3/c5-4(9)6-2-1-3(7)8/h1-2H2,(H,7,8)(H3,5,6,9)						
0230_00054	4-(Acetylamino)butanoic acid		1.232	C6H11NO3			InChI=1S/C6H11NO3/c1-5(8)7-4-2-3-6(9)10/h2-4H2,1H3,(H,7,8)(H,9,10)						
0230_00055	4,4'-Diaminodiphenyl sulfone		0.441	C12H12N2O2S			InChI=1S/C12H12N2O2S/c13-9-1-5-11(6-2-9)17(15,16)12-7-3-10(14)4-8-12/h1-8H,13-14H2						
0230_00056	4,6-Dioxoheptanoic acid		0.575	C7H10O4			InChI=1S/C7H10O4/c1-5(8)4-6(9)2-3-7(10)11/h2-4H2,1H3,(H,10,11)						
0230_00057	4-Acetamidophenol		0.477	C8H9NO2			InChI=1S/C8H9NO2/c1-6(10)9-7-2-4-8(11)5-3-7/h2-5,11H,1H3,(H,9,10)						
0230_00058	4-Aminophenol		0.517	C6H7NO			InChI=1S/C6H7NO/c7-5-1-3-6(8)4-2-5/h1-4,8H,7H2						
0230_00059	4-Aminosalicylic Acid		0.675	C7H7NO3			InChI=1S/C7H7NO3/c8-4-1-2-5(7(10)11)6(9)3-4/h1-3,9H,8H2,(H,10,11)						
0230_00060	4-Guanidinobutyric acid		5.731	C5H11N3O2			InChI=1S/C5H11N3O2/c6-5(7)8-3-1-2-4(9)10/h1-3H2,(H,9,10)(H4,6,7,8)						
0230_00061	4-Hydroxy-3-methoxyphenylacetic Acid		0.535	C9H10O4			InChI=1S/C9H10O4/c1-13-8-4-6(5-9(11)12)2-3-7(8)10/h2-4,10H,5H2,1H3,(H,11,12)						
0230_00062	4-Hydroxybenzaldehyde		3.976	C7H6O2			InChI=1S/C7H6O2/c8-5-6-1-3-7(9)4-2-6/h1-5,9H						
0230_00063	4-Pyridoxic acid		0.875	C8H9NO4			InChI=1S/C8H9NO4/c1-4-7(11)6(8(12)13)5(3-10)2-9-4/h2,10-11H,3H2,1H3,(H,12,13)						
0230_00064	5,6-Dihydro Thymine		0.621	C5H8N2O2			InChI=1S/C5H8N2O2/c1-3-2-6-5(9)7-4(3)8/h3H,2H2,1H3,(H2,6,7,8,9)						
0230_00065	5,6-Dimethylbenzimidazole		0.733	C9H10N2			InChI=1S/C9H10N2/c1-6-3-8-9(4-7(6)2)11-5-10-8/h3-5H,1-2H3,(H,10,11)						
0230_00066	5-Aminolevulinic acid		5.888	C5H9NO3			InChI=1S/C5H9NO3/c6-3-4(7)1-2-5(8)9/h1-3,6H2,(H,8,9)						
0230_00067	5-Aminosalicylic acid		1.816	C7H7NO3			InChI=1S/C7H7NO3/c8-4-1-2-6(9)5(3-4)7(10)11/h1-3,9H,8H2,(H,10,11)						
0230_00068	5-Aminovaleric acid		5.831	C5H11NO2			InChI=1S/C5H11NO2/c6-4-2-1-3-5(7)8/h1-4,6H2,(H,7,8)						
0230_00069	5-Hydroxyindole-3-acetic acid		0.651	C10H9NO3			InChI=1S/C10H9NO3/c12-7-1-2-9-8(4-7)6(5-11-9)3-10(13)14/h1-2,4-5,11-12H,3H2,(H,13,14)						
0230_00070	5-Methoxytryptamine		2.208	C11H14N2O			InChI=1S/C11H14N2O/c1-14-9-2-3-11-10(6-9)8(4-5-12)7-13-11/h2-3,6-7,13H,4-5,12H2,1H3						
0230_00071	5-Methylcytosine		3.148	C5H7N3O			InChI=1S/C5H7N3O/c1-3-2-7-5(9)8-4(3)6/h2H,1H3,(H3,6,7,8,9)						
0230_00072	6-Hydroxynicotinic acid		5.165	C6H5NO3			InChI=1S/C6H5NO3/c8-5-2-1-4(3-7-5)6(9)10/h1-3H,(H,7,8)(H,9,10)						
0230_00073	7-Methylxanthine		1.367	C6H6N4O2			InChI=1S/C6H6N4O2/c1-10-2-7-4-3(10)5(11)9-6(12)8-4/h2H,1H3,(H2,8,9,11,12)						
0230_00074	Acetazolamide		0.529	C4H6N4O3S2			InChI=1S/C4H6N4O3S2/c1-2(9)6-3-7-8-4(12-3)13(5,10)11/h1H3,(H2,5,10,11)(H,6,7,9)						
0230_00075	Adenine		2.002	C5H5N5			InChI=1S/C5H5N5/c6-4-3-5(9-1-7-3)10-2-8-4/h1-2H,(H3,6,7,8,9,10)						
0230_00076	Agmatine		6.989	C5H14N4			InChI=1S/C5H14N4/c6-3-1-2-4-9-5(7)8/h1-4,6H2,(H4,7,8,9)						
0230_00077	Allantoin		3.096	C4H6N4O3			InChI=1S/C4H6N4O3/c5-3(10)6-1-2(9)8-4(11)7-1/h1H,(H3,5,6,10)(H2,7,8,9,11)						
0230_00078	Allopurinol		0.996	C5H4N4O			InChI=1S/C5H4N4O/c10-5-3-1-8-9-4(3)6-2-7-5/h1-2H,(H2,6,7,8,9,10)						
0230_00079	alpha-Methylbenzylamine		2.297	C8H11N			InChI=1S/C8H11N/c1-7(9)8-5-3-2-4-6-8/h2-7H,9H2,1H3						
0230_00080	Aminoadipic acid		6.497	C6H11NO4			InChI=1S/C6H11NO4/c7-4(6(10)11)2-1-3-5(8)9/h4H,1-3,7H2,(H,8,9)(H,10,11)						
0230_00081	Arecoline		2.062	C8H13NO2			InChI=1S/C8H13NO2/c1-9-5-3-4-7(6-9)8(10)11-2/h4H,3,5-6H2,1-2H3						
0230_00082	Azelaic acid		0.604	C9H16O4			InChI=1S/C9H16O4/c10-8(11)6-4-2-1-3-5-7-9(12)13/h1-7H2,(H,10,11)(H,12,13)						
0230_00083	Baclofen		4.141	C10H12ClNO2			InChI=1S/C10H12ClNO2/c11-9-3-1-7(2-4-9)8(6-12)5-10(13)14/h1-4,8H,5-6,12H2,(H,13,14)						
0230_00084	beta-Glycerophosphoric acid		6.563	C3H9O6P			InChI=1S/C3H9O6P/c4-1-3(2-5)9-10(6,7)8/h3-5H,1-2H2,(H2,6,7,8)						
0230_00085	Betaine		5.7	C5H11NO2			InChI=1S/C5H11NO2/c1-6(2,3)4-5(7)8/h4H2,1-3H3						
0230_00086	beta-Pinene		0.452	C10H16			InChI=1S/C10H16/c1-7-4-5-8-6-9(7)10(8,2)3/h8-9H,1,4-6H2,2-3H3						
0230_00087	Bicine		6.196	C6H13NO4			InChI=1S/C6H13NO4/c8-3-1-7(2-4-9)5-6(10)11/h8-9H,1-5H2,(H,10,11)						
0230_00088	Bupropion		0.963	C13H18ClNO			InChI=1S/C13H18ClNO/c1-9(15-13(2,3)4)12(16)10-6-5-7-11(14)8-10/h5-9,15H,1-4H3						
0230_00089	Caffeic acid		0.766	C9H8O4			InChI=1S/C9H8O4/c10-7-3-1-6(5-8(7)11)2-4-9(12)13/h1-5,10-11H,(H,12,13)						
0230_00090	Caffeine		0.477	C8H10N4O2			InChI=1S/C8H10N4O2/c1-10-4-9-6-5(10)7(13)12(3)8(14)11(6)2/h4H,1-3H3						
0230_00091	Carbocysteine		6.956	C5H9NO4S			InChI=1S/C5H9NO4S/c6-3(5(9)10)1-11-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)						
0230_00092	Choline		3.997	C5H14NO			InChI=1S/C5H14NO/c1-6(2,3)4-5-7/h7H,4-5H2,1-3H3						
0230_00093	cis-4-Hydroxy-D-proline		6.223	C5H9NO3			InChI=1S/C5H9NO3/c7-3-1-4(5(8)9)6-2-3/h3-4,6-7H,1-2H2,(H,8,9)						
0230_00094	Citraconic acid		0.78	C5H6O4			InChI=1S/C5H6O4/c1-3(5(8)9)2-4(6)7/h2H,1H3,(H,6,7)(H,8,9)						
0230_00095	Coumarin		0.431	C9H6O2			InChI=1S/C9H6O2/c10-9-6-5-7-3-1-2-4-8(7)11-9/h1-6H						
0230_00096	Creatine		6.154	C4H9N3O2			InChI=1S/C4H9N3O2/c1-7(4(5)6)2-3(8)9/h2H2,1H3,(H3,5,6)(H,8,9)						
0230_00097	Creatinine		2.584	C4H7N3O			InChI=1S/C4H7N3O/c1-7-2-3(8)6-4(7)5/h2H2,1H3,(H2,5,6,8)						
0230_00098	Diethanolamine		5.233	C4H11NO2			InChI=1S/C4H11NO2/c6-3-1-5-2-4-7/h5-7H,1-4H2						
0230_00099	Hypotaurine		6.073	C2H7NO2S			InChI=1S/C2H7NO2S/c3-1-2-6(4)5/h1-3H2,(H,4,5)						
0230_00100	Vardenafil		1.083	C23H32N6O4S			InChI=1S/C23H32N6O4S/c1-5-8-20-24-16(4)21-23(30)25-22(26-29(20)21)18-15-17(9-10-19(18)33-7-3)34(31,32)28-13-11-27(6-2)12-14-28/h9-10,15H,5-8,11-14H2,1-4H3,(H,25,26,30)						
0230_00101	(+)-5-Iodo-2'-deoxyuridine		0.729	C9H11IN2O5			InChI=1S/C9H11IN2O5/c10-4-2-12(9(16)11-8(4)15)7-1-5(14)6(3-13)17-7/h2,5-7,13-14H,1,3H2,(H,11,15,16)						
0230_00102	(+/-)-Sulpiride		2.668	C15H23N3O4S			InChI=1S/C15H23N3O4S/c1-3-18-8-4-5-11(18)10-17-15(19)13-9-12(23(16,20)21)6-7-14(13)22-2/h6-7,9,11H,3-5,8,10H2,1-2H3,(H,17,19)(H2,16,20,21)						
0230_00103	(+/-)-Verapamil		0.815	C27H38N2O4			InChI=1S/C27H38N2O4/c1-20(2)27(19-28,22-10-12-24(31-5)26(18-22)33-7)14-8-15-29(3)16-13-21-9-11-23(30-4)25(17-21)32-6/h9-12,17-18,20H,8,13-16H2,1-7H3						
0230_00104	(2S)-2-Amino-4-(S-methylsulfonimidoyl)butanoic acid		6.689	C5H12N2O3S			InChI=1S/C5H12N2O3S/c1-11(7,10)3-2-4(6)5(8)9/h4,7H,2-3,6H2,1H3,(H,8,9)						
0230_00105	1,2-Dimyristoyl-sn-glycero-3-phosphoethanolamine		2.437	C33H66NO8P			InChI=1S/C33H66NO8P/c1-3-5-7-9-11-13-15-17-19-21-23-25-32(35)39-29-31(30-41-43(37,38)40-28-27-34)42-33(36)26-24-22-20-18-16-14-12-10-8-6-4-2/h31H,3-30,34H2,1-2H3,(H,37,38)						
0230_00106	1,2-Dipalmitoyl-sn-glycero-3-phosphate		2.448	C35H69O8P			InChI=1S/C35H69O8P/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-34(36)41-31-33(32-42-44(38,39)40)43-35(37)30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h33H,3-32H2,1-2H3,(H2,38,39,40)						
0230_00107	16-Dehydroprogesterone		0.423	C21H28O2			InChI=1S/C21H28O2/c1-13(22)17-6-7-18-16-5-4-14-12-15(23)8-10-20(14,2)19(16)9-11-21(17,18)3/h6,12,16,18-19H,4-5,7-11H2,1-3H3						
0230_00108	17-alpha-Hydroxyprogesterone		0.437	C21H30O3			InChI=1S/C21H30O3/c1-13(22)21(24)11-8-18-16-5-4-14-12-15(23)6-9-19(14,2)17(16)7-10-20(18,21)3/h12,16-18,24H,4-11H2,1-3H3						
0230_00109	2'-Deoxyguanosine 5'-monophosphate		7.098	C10H14N5O7P			InChI=1S/C10H14N5O7P/c11-10-13-8-7(9(17)14-10)12-3-15(8)6-1-4(16)5(22-6)2-21-23(18,19)20/h3-6,16H,1-2H2,(H2,18,19,20)(H3,11,13,14,17)						
0230_00110	5-Aminoimidazole-4-carboxamide-1-beta-D-ribofuranoside		3.023	C9H14N4O5			InChI=1S/C9H14N4O5/c10-7-4(8(11)17)12-2-13(7)9-6(16)5(15)3(1-14)18-9/h2-3,5-6,9,14-16H,1,10H2,(H2,11,17)						
0230_00111	5-Methoxy-DL-tryptophan		4.49	C12H14N2O3			InChI=1S/C12H14N2O3/c1-17-8-2-3-11-9(5-8)7(6-14-11)4-10(13)12(15)16/h2-3,5-6,10,14H,4,13H2,1H3,(H,15,16)						
0230_00112	5-Methyluridine		1.776	C10H14N2O6			InChI=1S/C10H14N2O6/c1-4-2-12(10(17)11-8(4)16)9-7(15)6(14)5(3-13)18-9/h2,5-7,9,13-15H,3H2,1H3,(H,11,16,17)						
0230_00113	7-Methylguanosine		5.343	C11H15N5O5			InChI=1S/C11H15N5O5/c1-15-3-16(8-5(15)9(20)14-11(12)13-8)10-7(19)6(18)4(2-17)21-10/h3-4,6-7,10,17-19H,2H2,1H3,(H2-,12,13,14,20)						
0230_00114	Acarbose		8.067	C25H43NO18			InChI=1S/C25H43NO18/c1-6-11(26-8-2-7(3-27)12(30)15(33)13(8)31)14(32)19(37)24(40-6)43-22-10(5-29)42-25(20(38)17(22)35)44-21-9(4-28)41-23(39)18(36)16(21)34/h2,6,8-39H,3-5H2,1H3						
0230_00115	Acebutolol		2.276	C18H28N2O4			InChI=1S/C18H28N2O4/c1-5-6-18(23)20-14-7-8-17(16(9-14)13(4)21)24-11-15(22)10-19-12(2)3/h7-9,12,15,19,22H,5-6,10-11H2,1-4H3,(H,20,23)						
0230_00116	Adenosine		2.082	C10H13N5O4			InChI=1S/C10H13N5O4/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(18)6(17)4(1-16)19-10/h2-4,6-7,10,16-18H,1H2,(H2,11,12,13)						
0230_00117	Adenosine 5'-diphosphate		9.464	C10H15N5O10P2			InChI=1S/C10H15N5O10P2/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(24-10)1-23-27(21,22)25-26(18,19)20/h2-4,6-7,10,16-17H,1H2,(H,21,22)(H2,11,12,13)(H2,18,19,20)						
0230_00118	Adenosine cyclophosphate		5.664	C10H12N5O6P			InChI=1S/C10H12N5O6P/c11-8-5-9(13-2-12-8)15(3-14-5)10-6(16)7-4(20-10)1-19-22(17,18)21-7/h2-4,6-7,10,16H,1H2,(H,17,18)(H2,11,12,13)						
0230_00119	Adenosine-5'-monophosphate		6.756	C10H14N5O7P			InChI=1S/C10H14N5O7P/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(22-10)1-21-23(18,19)20/h2-4,6-7,10,16-17H,1H2,(H2,11,12,13)(H2,18,19,20)						
0230_00120	All trans-Retinal		0.407	C20H28O			InChI=1S/C20H28O/c1-16(8-6-9-17(2)13-15-21)11-12-19-18(3)10-7-14-20(19,4)5/h6,8-9,11-13,15H,7,10,14H2,1-5H3						
0230_00121	Allantoic acid		6.537	C4H8N4O4			InChI=1S/C4H8N4O4/c5-3(11)7-1(2(9)10)8-4(6)12/h1H,(H,9,10)(H3,5,7,11)(H3,6,8,12)						
0230_00122	alpha-D-Galactose-1-phosphate		7.579	C6H13O9P			InChI=1S/C6H13O9P/c7-1-2-3(8)4(9)5(10)6(14-2)15-16(11,12)13/h2-10H,1H2,(H2,11,12,13)						
0230_00123	alpha-D-Glucose 1-phosphate		7.532	C6H13O9P			InChI=1S/C6H13O9P/c7-1-2-3(8)4(9)5(10)6(14-2)15-16(11,12)13/h2-10H,1H2,(H2,11,12,13)						
0230_00124	Amcinonide		0.433	C28H35FO7			InChI=1S/C28H35FO7/c1-16(30)34-15-22(33)28-23(35-26(36-28)9-4-5-10-26)13-20-19-7-6-17-12-18(31)8-11-24(17,2)27(19,29)21(32)14-25(20,28)3/h8,11-12,19-21,23,32H,4-7,9-10,13-15H2,1-3H3						
0230_00125	Amiloride		2.909	C6H8ClN7O			InChI=1S/C6H8ClN7O/c7-2-4(9)13-3(8)1(12-2)5(15)14-6(10)11/h(H4,8,9,13)(H4,10,11,14,15)						
0230_00126	Amiodarone		0.756	C25H29I2NO3			InChI=1S/C25H29I2NO3/c1-4-7-11-22-23(18-10-8-9-12-21(18)31-22)24(29)17-15-19(26)25(20(27)16-17)30-14-13-28(5-2)6-3/h8-10,12,15-16H,4-7,11,13-14H2,1-3H3						
0230_00127	Amitriptyline		0.977	C20H23N			InChI=1S/C20H23N/c1-21(2)15-7-12-20-18-10-5-3-8-16(18)13-14-17-9-4-6-11-19(17)20/h3-6,8-12H,7,13-15H2,1-2H3						
0230_00128	Amlodipine		2.021	C20H25ClN2O5			InChI=1S/C20H25ClN2O5/c1-4-28-20(25)18-15(11-27-10-9-22)23-12(2)16(19(24)26-3)17(18)13-7-5-6-8-14(13)21/h5-8,17,23H,4,9-11,22H2,1-3H3						
0230_00129	Amoxicillin		5.792	C16H19N3O5S			InChI=1S/C16H19N3O5S/c1-16(2)11(15(23)24)19-13(22)10(14(19)25-16)18-12(21)9(17)7-3-5-8(20)6-4-7/h3-6,9-11,14,20H,17H2,1-2H3,(H,18,21)(H,23,24)						
0230_00130	Ampicillin		4.857	C16H19N3O4S			InChI=1S/C16H19N3O4S/c1-16(2)11(15(22)23)19-13(21)10(14(19)24-16)18-12(20)9(17)8-6-4-3-5-7-8/h3-7,9-11,14H,17H2,1-2H3,(H,18,20)(H,22,23)						
0230_00131	Amygdalin		4.238	C20H27NO11			InChI=1S/C20H27NO11/c21-6-10(9-4-2-1-3-5-9)30-20-18(28)16(26)14(24)12(32-20)8-29-19-17(27)15(25)13(23)11(7-22)31-19/h1-5,10-20,22-28H,7-8H2						
0230_00132	Apigenin		0.481	C15H10O5			InChI=1S/C15H10O5/c16-9-3-1-8(2-4-9)13-7-12(19)15-11(18)5-10(17)6-14(15)20-13/h1-7,16-18H						
