id	name	formula	rt	pubchem.cid	pubchem.smiles.isomeric	pubchem.smiles.canonical	pubchem.inchi	pubchem.inchikey	id.chebi	id.hmdb	id.hmdb	id.lipidmaps	id.kegg
0041_00037	Indoxyl beta-d-glucuronide	C14H15NO7	2.945	2733785	C1=CC=C2C(=C1)C(=CN2)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)C(=O)O)O)O)O	C1=CC=C2C(=C1)C(=CN2)OC3C(C(C(C(O3)C(=O)O)O)O)O	InChI=1S/C14H15NO7/c16-9-10(17)12(13(19)20)22-14(11(9)18)21-8-5-15-7-4-2-1-3-6(7)8/h1-5,9-12,14-18H,(H,19,20)/t9-,10-,11+,12-,14+/m0/s1	KUYNOZVWCFXSNE-BYNIDDHOSA-N					
0041_00038	3-(2,4-dihydroxyphenyl)propionic acid	C9H10O4	3.0216	96384		C1=CC(=C(C=C1O)O)CCC(=O)O	InChI=1S/C9H10O4/c10-7-3-1-6(8(11)5-7)2-4-9(12)13/h1,3,5,10-11H,2,4H2,(H,12,13)	HMCMTJPPXSGYJY-UHFFFAOYSA-N					
0041_00039	Kinetin	C10H9N5O	3.0291	3830		C1=COC(=C1)CNC2=NC=NC3=C2NC=N3	InChI=1S/C10H9N5O/c1-2-7(16-3-1)4-11-9-8-10(13-5-12-8)15-6-14-9/h1-3,5-6H,4H2,(H2,11,12,13,14,15)	QANMHLXAZMSUEX-UHFFFAOYSA-N					
0041_00040	Hippuric acid	C9H9NO3	3.07	464		C1=CC=C(C=C1)C(=O)NCC(=O)O	InChI=1S/C9H9NO3/c11-8(12)6-10-9(13)7-4-2-1-3-5-7/h1-5H,6H2,(H,10,13)(H,11,12)	QIAFMBKCNZACKA-UHFFFAOYSA-N					
0041_00041	2,4-Dihydroxycinnamic acid	C9H8O4	3.081016667	446611	C1=CC(=C(C=C1O)O)/C=C/C(=O)O	C1=CC(=C(C=C1O)O)C=CC(=O)O	InChI=1S/C9H8O4/c10-7-3-1-6(8(11)5-7)2-4-9(12)13/h1-5,10-11H,(H,12,13)/b4-2+	HGEFWFBFQKWVMY-DUXPYHPUSA-N					
0041_00042	Caffeine	C8H10N4O2	3.1	2519		CN1C=NC2=C1C(=O)N(C(=O)N2C)C	InChI=1S/C8H10N4O2/c1-10-4-9-6-5(10)7(13)12(3)8(14)11(6)2/h4H,1-3H3	RYYVLZVUVIJVGH-UHFFFAOYSA-N					
0041_00043	Cyclo(Pro-Val)	C10H16N2O2	3.1008	98951		CC(C)C1C(=O)N2CCCC2C(=O)N1	InChI=1S/C10H16N2O2/c1-6(2)8-10(14)12-5-3-4-7(12)9(13)11-8/h6-8H,3-5H2,1-2H3,(H,11,13)	XLUAWXQORJEMBD-UHFFFAOYSA-N					
0041_00044	Caffeic acid	C9H8O4	3.12	689043	C1=CC(=C(C=C1/C=C/C(=O)O)O)O	C1=CC(=C(C=C1C=CC(=O)O)O)O	InChI=1S/C9H8O4/c10-7-3-1-6(5-8(7)11)2-4-9(12)13/h1-5,10-11H,(H,12,13)/b4-2+	QAIPRVGONGVQAS-DUXPYHPUSA-N					
0041_00045	Vanillic acid	C8H8O4	3.1972	8468		COC1=C(C=CC(=C1)C(=O)O)O	InChI=1S/C8H8O4/c1-12-7-4-5(8(10)11)2-3-6(7)9/h2-4,9H,1H3,(H,10,11)	WKOLLVMJNQIZCI-UHFFFAOYSA-N					
0041_00046	Iberin	C5H9NOS2	3.2483	10455		CS(=O)CCCN=C=S	InChI=1S/C5H9NOS2/c1-9(7)4-2-3-6-5-8/h2-4H2,1H3	LELAOEBVZLPXAZ-UHFFFAOYSA-N					
0041_00047	4-Hydroxybenzaldehyde	C7H6O2	3.277266667	126		C1=CC(=CC=C1C=O)O	InChI=1S/C7H6O2/c8-5-6-1-3-7(9)4-2-6/h1-5,9H	RGHHSNMVTDWUBI-UHFFFAOYSA-N					
0041_00048	Syringic acid	C9H10O5	3.3281	10742		COC1=CC(=CC(=C1O)OC)C(=O)O	InChI=1S/C9H10O5/c1-13-6-3-5(9(11)12)4-7(14-2)8(6)10/h3-4,10H,1-2H3,(H,11,12)	JMSVCTWVEWCHDZ-UHFFFAOYSA-N					
0041_00049	3-Indole carboxylic acid glucuronide	C15H15NO8	3.357269444	53481645	C1=CC=C2C(=C1)C(=CN2)C(=O)O[C@H]3[C@@H]([C@H]([C@@H](C(O3)C(=O)O)O)O)O	C1=CC=C2C(=C1)C(=CN2)C(=O)OC3C(C(C(C(O3)C(=O)O)O)O)O	InChI=1S/C15H15NO8/c17-9-10(18)12(13(20)21)23-15(11(9)19)24-14(22)7-5-16-8-4-2-1-3-6(7)8/h1-5,9-12,15-19H,(H,20,21)/t9-,10-,11+,12?,15-/m0/s1	BDNWJTRKUBXAGH-DOVARBIBSA-N					
0041_00050	p-Cresol sulfate	C7H8O4S	3.376433333	4615423		CC1=CC=C(C=C1)OS(=O)(=O)O	InChI=1S/C7H8O4S/c1-6-2-4-7(5-3-6)11-12(8,9)10/h2-5H,1H3,(H,8,9,10)	WGNAKZGUSRVWRH-UHFFFAOYSA-N					
0041_00051	o-Cresol sulfate	C7H8O4S	3.38155	11615528		CC1=CC=CC=C1OS(=O)(=O)O	InChI=1S/C7H8O4S/c1-6-4-2-3-5-7(6)11-12(8,9)10/h2-5H,1H3,(H,8,9,10)	CYGSXDXRHXMAOV-UHFFFAOYSA-N					
0041_00052	2-Methylhippuric acid	C10H11NO3	3.3999	91637		CC1=CC=CC=C1C(=O)NCC(=O)O	InChI=1S/C10H11NO3/c1-7-4-2-3-5-8(7)10(14)11-6-9(12)13/h2-5H,6H2,1H3,(H,11,14)(H,12,13)	YOEBAVRJHRCKRE-UHFFFAOYSA-N					
0041_00053	2-Hydroxyphenylacetic acid	C8H8O3	3.40055	11970		C1=CC=C(C(=C1)CC(=O)O)O	InChI=1S/C8H8O3/c9-7-4-2-1-3-6(7)5-8(10)11/h1-4,9H,5H2,(H,10,11)	CCVYRRGZDBSHFU-UHFFFAOYSA-N					
0041_00054	m-Cresol sulfate	C7H8O4S	3.4376	109503		CC1=CC(=CC=C1)OS(=O)(=O)O	InChI=1S/C7H8O4S/c1-6-3-2-4-7(5-6)11-12(8,9)10/h2-5H,1H3,(H,8,9,10)	HZGJZZQVDDYIIO-UHFFFAOYSA-N					
0041_00055	p-Cresol glucuronide	C13H16O7	3.443116667	154035	CC1=CC=C(C=C1)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C(=O)O)O)O)O	CC1=CC=C(C=C1)OC2C(C(C(C(O2)C(=O)O)O)O)O	InChI=1S/C13H16O7/c1-6-2-4-7(5-3-6)19-13-10(16)8(14)9(15)11(20-13)12(17)18/h2-5,8-11,13-16H,1H3,(H,17,18)/t8-,9-,10+,11-,13+/m0/s1	JPAUCQAJHLSMQW-XPORZQOISA-N					
0041_00056	p-Coumaric acid	C9H8O3	3.453283333	637542	C1=CC(=CC=C1/C=C/C(=O)O)O	C1=CC(=CC=C1C=CC(=O)O)O	InChI=1S/C9H8O3/c10-8-4-1-7(2-5-8)3-6-9(11)12/h1-6,10H,(H,11,12)/b6-3+	NGSWKAQJJWESNS-ZZXKWVIFSA-N					
0041_00057	Vanillin	C8H8O3	3.4568	1183		COC1=C(C=CC(=C1)C=O)O	InChI=1S/C8H8O3/c1-11-8-4-6(5-9)2-3-7(8)10/h2-5,10H,1H3	MWOOGOJBHIARFG-UHFFFAOYSA-N					
0041_00058	Indole-3-acetic acid glucuronide	C16H17NO8	3.459027778	124202110	C1=CC=C2C(=C1)C(=CN2)CC(=O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)C(=O)O)O)O)O	C1=CC=C2C(=C1)C(=CN2)CC(=O)OC3C(C(C(C(O3)C(=O)O)O)O)O	InChI=1S/C16H17NO8/c18-10(5-7-6-17-9-4-2-1-3-8(7)9)24-16-13(21)11(19)12(20)14(25-16)15(22)23/h1-4,6,11-14,16-17,19-21H,5H2,(H,22,23)/t11-,12-,13+,14-,16+/m0/s1	BPTLUNCVRGWZSW-JHZZJYKESA-N					
0041_00059	m-Coumaric acid	C9H8O3	3.5251	11496		C1=CC(=CC(=C1)O)C=CC(=O)O	InChI=1S/C9H8O3/c10-8-3-1-2-7(6-8)4-5-9(11)12/h1-6,10H,(H,11,12)	KKSDGJDHHZEWEP-UHFFFAOYSA-N					
0041_00060	3-Indolelactic acid	C11H11NO3	3.52735	92904		C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)O	InChI=1S/C11H11NO3/c13-10(11(14)15)5-7-6-12-9-4-2-1-3-8(7)9/h1-4,6,10,12-13H,5H2,(H,14,15)	XGILAAMKEQUXLS-UHFFFAOYSA-N					
0041_00061	Indole-3-acryloylglycine	C13H12N2O3	3.564516667	5370648	C1=CC=C2C(=C1)C(=CN2)/C=C/C(=O)NCC(=O)O	C1=CC=C2C(=C1)C(=CN2)C=CC(=O)NCC(=O)O	InChI=1S/C13H12N2O3/c16-12(15-8-13(17)18)6-5-9-7-14-11-4-2-1-3-10(9)11/h1-7,14H,8H2,(H,15,16)(H,17,18)/b6-5+	DUIFVCFSAWHIOD-AATRIKPKSA-N					
0041_00062	Isorhamnetin 4'-O-glucuronide	C22H20O13	3.576766667	57331044	COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)O)O)O)O	COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)OC4C(C(C(C(O4)C(=O)O)O)O)O	InChI=1S/C22H20O13/c1-32-11-4-7(19-16(27)14(25)13-9(24)5-8(23)6-12(13)33-19)2-3-10(11)34-22-18(29)15(26)17(28)20(35-22)21(30)31/h2-6,15,17-18,20,22-24,26-29H,1H3,(H,30,31)/t15-,17-,18+,20-,22+/m0/s1	NCHMCZDLVWDQLC-YWQONGFDSA-N					
0041_00063	Diosmetin 7-glucuronide	C22H20O12	3.601	54462250	COC1=C(C=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)O)O)O)O)O)O	COC1=C(C=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)C(=O)O)O)O)O)O)O	InChI=1S/C22H20O12/c1-31-13-3-2-8(4-10(13)23)14-7-12(25)16-11(24)5-9(6-15(16)33-14)32-22-19(28)17(26)18(27)20(34-22)21(29)30/h2-7,17-20,22-24,26-28H,1H3,(H,29,30)/t17-,18-,19+,20-,22+/m0/s1	XCKMDTYMOHXUHG-SXFAUFNYSA-N					
0041_00064	Hesperetin-7-O-glucuronide	C21H22O12	3.60695	131750809		COC1=C(C=C(C=C1)C2COC3=C(C=C(C=C3O2)OC4C(C(C(C(O4)C(=O)O)O)O)O)O)O	InChI=1S/C21H22O12/c1-29-12-3-2-8(4-10(12)22)14-7-30-18-11(23)5-9(6-13(18)32-14)31-21-17(26)15(24)16(25)19(33-21)20(27)28/h2-6,14-17,19,21-26H,7H2,1H3,(H,27,28)	PLNORHFXCFFTRD-UHFFFAOYSA-N					
0041_00065	3-Indoleacetic acid	C10H9NO2	3.623477778	802		C1=CC=C2C(=C1)C(=CN2)CC(=O)O	InChI=1S/C10H9NO2/c12-10(13)5-7-6-11-9-4-2-1-3-8(7)9/h1-4,6,11H,5H2,(H,12,13)	SEOVTRFCIGRIMH-UHFFFAOYSA-N					
0041_00066	Azelaic acid	C9H16O4	3.63	2266		C(CCCC(=O)O)CCCC(=O)O	InChI=1S/C9H16O4/c10-8(11)6-4-2-1-3-5-7-9(12)13/h1-7H2,(H,10,11)(H,12,13)	BDJRBEYXGGNYIS-UHFFFAOYSA-N					
0041_00067	2-Hydroxybenzaldehyde	C7H6O2	3.719666667	6998		C1=CC=C(C(=C1)C=O)O	InChI=1S/C7H6O2/c8-5-6-3-1-2-4-7(6)9/h1-5,9H	SMQUZDBALVYZAC-UHFFFAOYSA-N					
0041_00068	Quercetin	C15H10O7	3.7395	5280343		C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O	InChI=1S/C15H10O7/c16-7-4-10(19)12-11(5-7)22-15(14(21)13(12)20)6-1-2-8(17)9(18)3-6/h1-5,16-19,21H	REFJWTPEDVJJIY-UHFFFAOYSA-N					
0041_00069	Luteolin	C15H10O6	3.7481	5280445		C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O	InChI=1S/C15H10O6/c16-8-4-11(19)15-12(20)6-13(21-14(15)5-8)7-1-2-9(17)10(18)3-7/h1-6,16-19H	IQPNAANSBPBGFQ-UHFFFAOYSA-N					
0041_00070	3-Indolepropionic acid	C11H11NO2	3.764283333	3744		C1=CC=C2C(=C1)C(=CN2)CCC(=O)O	InChI=1S/C11H11NO2/c13-11(14)6-5-8-7-12-10-4-2-1-3-9(8)10/h1-4,7,12H,5-6H2,(H,13,14)	GOLXRNDWAUTYKT-UHFFFAOYSA-N					
0041_00071	(S)-(-)-Perillic acid	C10H14O2	3.786633333	2724160	CC(=C)[C@H]1CCC(=CC1)C(=O)O	CC(=C)C1CCC(=CC1)C(=O)O	InChI=1S/C10H14O2/c1-7(2)8-3-5-9(6-4-8)10(11)12/h5,8H,1,3-4,6H2,2H3,(H,11,12)/t8-/m1/s1	CDSMSBUVCWHORP-MRVPVSSYSA-N					
0041_00072	Kaempferol	C15H10O6	3.8832	5280863		C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O	InChI=1S/C15H10O6/c16-8-3-1-7(2-4-8)15-14(20)13(19)12-10(18)5-9(17)6-11(12)21-15/h1-6,16-18,20H	IYRMWMYZSQPJKC-UHFFFAOYSA-N					
0041_00073	Perillic acid	C10H14O2	4.01685	1256		CC(=C)C1CCC(=CC1)C(=O)O	InChI=1S/C10H14O2/c1-7(2)8-3-5-9(6-4-8)10(11)12/h5,8H,1,3-4,6H2,2H3,(H,11,12)	CDSMSBUVCWHORP-UHFFFAOYSA-N					
0041_00074	Carnosol	C20H26O4	4.516	442009	CC(C)C1=C(C(=C2C(=C1)[C@@H]3C[C@@H]4[C@@]2(CCCC4(C)C)C(=O)O3)O)O	CC(C)C1=C(C(=C2C(=C1)C3CC4C2(CCCC4(C)C)C(=O)O3)O)O	InChI=1S/C20H26O4/c1-10(2)11-8-12-13-9-14-19(3,4)6-5-7-20(14,18(23)24-13)15(12)17(22)16(11)21/h8,10,13-14,21-22H,5-7,9H2,1-4H3/t13-,14-,20+/m0/s1	WKOLLVMJNQIZCI-UHFFFAOYSA-N					
0041_00075	3-(3,5-Dihydroxyphenyl)propanoic acid	C9H10O4	2.6554	161525		C1=C(C=C(C=C1O)O)CCC(=O)O	InChI=1S/C9H10O4/c10-7-3-6(1-2-9(12)13)4-8(11)5-7/h3-5,10-11H,1-2H2,(H,12,13)	ITPFIKQWNDGDLG-UHFFFAOYSA-N					
