id	name	formula	rt	pubchem.smiles.isomeric	status
0049_00045	2-Hydroxyphenylacetic acid	C8H8O3	3.82		FAILED_STANDARDIZATION
0049_00046	Vanillin	C8H8O3	4.06		FAILED_STANDARDIZATION
0049_00047	Phloretic acid	C9H10O3	4.093		FAILED_STANDARDIZATION
0049_00048	Riboflavin	C17H20N4O6	4.167		FAILED_STANDARDIZATION
0049_00049	Procyanidin A2	C30H24O12	4.3		FAILED_STANDARDIZATION
0049_00053	3-(2-Hydroxyphenyl)propionic acid	C9H10O3	4.805		FAILED_STANDARDIZATION
0049_00054	Veratric acid	C9H10O4	4.844		FAILED_STANDARDIZATION
0049_00056	Sinapic acid	C11H12O5	4.97		FAILED_STANDARDIZATION
0049_00057	3-Indoleacetic acid	C10H9NO2	5.002		FAILED_STANDARDIZATION
0049_00058	Benzoic acid	C7H6O2	5.17		FAILED_STANDARDIZATION
0049_00059	Naringin	C27H32O14	5.216		FAILED_STANDARDIZATION
0049_00060	Resveratrol	C14H12O3	5.235		FAILED_STANDARDIZATION
0049_00061	Salicylic acid	C12H16O3	5.254		FAILED_STANDARDIZATION
0049_00062	Methyl vanillate	C9H10O4	5.372		FAILED_STANDARDIZATION
0049_00063	Rosmarinic acid	C18H16O8	5.406		FAILED_STANDARDIZATION
0049_00064	(+)-Lariciresinol	C20H24O6	5.495		FAILED_STANDARDIZATION
0049_00065	Apigenin 7-O-glucoside	C21H20O10	5.501		FAILED_STANDARDIZATION
0049_00066	Kaempferol-3-O-glucuronide	C21H18O12	5.523		FAILED_STANDARDIZATION
0049_00067	3-Indolepropionic acid	C11H11NO2	5.54		FAILED_STANDARDIZATION
0049_00068	Azelaic acid	C9H16O4	5.741		FAILED_STANDARDIZATION
0049_00069	Quercetin 3-O-sulfate	C15H10O10S	5.841		FAILED_STANDARDIZATION
0049_00070	Urolithin A	C13H8O4	5.95		FAILED_STANDARDIZATION
0049_00071	Bergaptol	C11H6O4	6.04		FAILED_STANDARDIZATION
0049_00073	Luteolin	C15H10O6	6.423		FAILED_STANDARDIZATION
0049_00074	Phloretin	C15H14O5	6.469		FAILED_STANDARDIZATION
0049_00075	Genistein	C15H10O5	6.559		FAILED_STANDARDIZATION
0049_00076	Hesperetin	C16H14O6	6.636		FAILED_STANDARDIZATION
0049_00077	Kaempferol	C15H10O6	6.862		FAILED_STANDARDIZATION
0049_00078	Isorhamnetin	C16H12O7	7.048		FAILED_STANDARDIZATION
0049_00079	Urolithin B	C13H8O3	7.186		FAILED_STANDARDIZATION
0049_00080	Methyl jasmonate	C13H20O3	7.77		FAILED_STANDARDIZATION
0049_00082	Tangeretin	C20H20O7	8.588		FAILED_STANDARDIZATION
0049_00084	Ursolic acid	C30H48O3	10.664		FAILED_STANDARDIZATION
0049_00085	Alkylresorcinol C17:0	C23H40O2	11.093		FAILED_STANDARDIZATION
0049_00087	alpha-tocopherol	C29H50O2	12.478		FAILED_STANDARDIZATION
0049_00088	Alkylresorcinol C25:0	C31H56O2	13.025		FAILED_STANDARDIZATION
